id,title,release_year,tags
152760,The Monuments Men,2014,based on the true story of the greatest treasure hunt in history the monuments men is an action drama focusing on seven overthehill outofshape museum directors artists architects curators and art historians who went to the front lines of wwii to rescue the worlds artistic masterpieces from nazi thieves and return them to their rightful owners with the art hidden behind enemy lines how could these guys hope to succeed war drama history action world war ii nazis art theft post world war ii mattdamon cateblanchett georgeclooney billmurray johngoodman georgeclooney recent
2756,The Abyss,1989,a civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks one diver soon finds himself on a spectacular odyssey 25000 feet below the oceans surface where he confronts a mysterious force that has the power to change the world or destroy it adventure action thriller sciencefiction ocean sea diving suit flying saucer nuclear missile alien life-form insanity scuba diving underwater scuba deepsea trapped underwater  thalassophobia edharris maryelizabethmastrantonio michaelbiehn leoburmester toddgraff jamescameron modern
33909,Wall Street: Money Never Sleeps,2010,as the global economy teeters on the brink of disaster a young wall street trader partners with disgraced former wall street corporate raider gordon gekko on a two tiered mission to alert the financial community to the coming doom and to find out who was responsible for the death of the young traders mentor drama crime duringcreditsstinger michaeldouglas shialabeouf joshbrolin careymulligan franklangella oliverstone recent
49017,Dracula Untold,2014,vlad tepes is a great hero but when he learns the sultan is preparing for battle and needs to form an army of 1000 boys including vlads son he vows to find a way to protect his family vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as hes turned into the mythological vampire dracula horror action drama fantasy war vampire dracula bite battle 15th century ottoman empire vlad fang vamp tepes lukeevans sarahgadon dominiccooper artparkinson charlesdance garyshore recent
9882,The Siege,1998,the secret us abduction of a suspected terrorist leads to a wave of terrorist attacks in new york that lead to the declaration of martial law drama action thriller crime islam muslim car bomb fbi agent denzelwashington annettebening brucewillis tonyshalhoub samibouajila edwardzwick modern
2270,Stardust,2007,in a countryside town bordering on a magical land a young man makes a promise to his beloved that hell retrieve a fallen star by venturing into the magical realm his journey takes him into a world beyond his wildest dreams and reveals his true identity adventure fantasy romance family witch based on novel new love prince beauty star kingdom wall falling star royalty unrequited love good vs evil fratricide clairedanes charliecox michellepfeiffer robertdeniro siennamiller matthewvaughn millennium
978,Seven Years in Tibet,1997,austrian mountaineer heinrich harrer journeys to the himalayas without his family to head an expedition in 1939 but when world war ii breaks out the arrogant harrer falls into allied forces hands as a prisoner of war he escapes with a fellow detainee and makes his way to llaso tibet where he meets the 14yearold dalai lama whose friendship ultimately transforms his outlook on life adventure drama history buddhism himalaya austria mountains buddhist monk world war ii prisoners of war monsoon tibet dalai lama mountaineer lhasa wedding bradpitt jamyangjamtshowangchuk davidthewlis bdwong mako jean-jacquesannaud modern
44564,The Dilemma,2011,longtime friends ronny and nick are partners in an autodesign firm they are hard at work on a presentation for a dream project that would really launch their company then ronny spots nicks wife out with another man and in the process of investigating the possible affair he learns that nick has a few secrets of his own as the presentation nears ronny agonizes over what might happen if the truth gets out comedy drama adultery infidelity secret investigation friendship partner love friends dilemma cheating on partner best friend kevinjames vincevaughn winonaryder jenniferconnelly queenlatifah ronhoward recent
3132,Bad Company,2002,when a harvardeducated cia agent is killed during an operation the secret agency recruits his twin brother action adventure comedy thriller ambush cia assassin nightclub hustler hidden camera decoy undercover agent twin brother deception betrayal mistaken identity shootout espionage foot chase car chase silencer surveillance agent impersonation langley virginia odd couple anthonyhopkins chrisrock peterstormare gabrielmacht kerrywashington joelschumacher millennium
8814,Doom,2005,a team of space marines known as the rapid response tactical squad led by sarge is sent to a science facility on mars after somebody reports a security breach there they learn that the alert came after a test subject a mass murderer purposefully injected with alien dna broke free and began killing people dr grimm who is related to team member reaper informs them all that the chromosome can mutate humans into monsters and is highly infectious adventure action horror teleportation based on video game severed ear future war wisecrack humor commando mission dwaynejohnson karlurban rosamundpike bendaniels deobiaoparei andrzejbartkowiak millennium
8427,I Spy,2002,when the switchblade the most sophisticated prototype stealth fighter created yet is stolen from the us government one of the united states top spies alex scott is called to action what he doesnt expect is to get teamed up with a cocky civilian world class boxing champion kelly robinson on a dangerous top secret espionage mission their assignment using equal parts skill and humor catch arnold gundars one of the worlds most successful arms dealers action adventure comedy thriller budapest kidnapping boxer secret agent liberation of hostage hostage-taking woman director eddiemurphy owenwilson famkejanssen keithdallas malcolmmcdowell bettythomas millennium
52520,Underworld: Awakening,2012,after being held in a comalike state for fifteen years vampire selene learns that she has a fourteenyearold vampirelycan hybrid daughter named nissa and when she finds her they must stop biocom from creating super lycans that will kill them all fantasy action horror vampire daughter hybrid child vampire werewolf imax lab experiment werewolf child fang vamp katebeckinsale stephenrea michaelealy theojames indiaeisley månsmårlind recent
80585,Rock of Ages,2012,a small town girl and a city boy meet on the sunset strip while pursuing their hollywood dreams comedy drama music romance musical rocker teenager young love rock sta juliannehough diegoboneta tomcruise alecbaldwin russellbrand adamshankman recent
10592,Hart's War,2002,fourthgeneration army col william mcnamara is imprisoned in a brutal german pow camp still as the seniorranking american officer he commands his fellow inmates keeping a sense of honor alive in a place where honor is easy to destroy all under the dangerous eye of the luftwafe vetran col wilhelm visser never giving up the fight to win the war mcnamara is silently planning waiting for his moment to strike back at the enemy a murder in the camp gives him the chance to set a risky plan in motion with a court martial to keep visser and the germans distracted mcnamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant enlisting the unwitting help of young lt tommy hart together with his men mcnamara uses a heros resolve to carry out his mission ultimately forced to weigh the value of his life against the good of his country drama war black people world war ii prisoners of war u.s. army war escape tribunal trial soldier military tribunal xenophobia brucewillis colinfarrell terrencehoward marceliureș colehauser gregoryhoblit millennium
49021,Killer Elite,2011,based on a shocking true story killer elite pits two of the worlds most elite operativesdanny an exspecial ops agent and hunter his longtime mentoragainst the cunning leader of a secret military society covering the globe from australia to paris london and the middle east danny and hunter are plunged into a highly dangerous game of cat and mousewhere the predators become the prey action adventure thriller rescue jasonstatham cliveowen robertdeniro dominicpurcell yvonnestrahovski garymckendry recent
11535,Rollerball,2002,from the director of die hard comes this highoctane thriller that roars along at a breakneck pace los angeles times starring chris klein american pie jean reno ronin ll cool j charlies angels and rebecca romijnstamos xmen rollerball goes fullthrottle with excitement from its deathdefying opening until its explosive end jonathan cross klein is the newest recruit in the most extreme sport of all time where his fast moves and killer looks make him an instant superstar but cross life in the fast lane collides with reality when he learns that the leagues owner reno is orchestrating serious oncourt accidents to boost ratings now cross plans to take down the owner and his ruthless sport before the game puts an end to him action sciencefiction thriller manager arena dystopia wrestling sport roller-skating motorcycle racing rollerskating future sport chrisklein llcoolj rebeccaromijn naveenandrews jeanreno johnmctiernan millennium
10550,Ballistic: Ecks vs. Sever,2002,jonathan ecks an fbi agent realizes that he must join with his lifelong enemy agent sever a rogue dia agent with whom he is in mortal combat in order to defeat a common enemy that enemy has developed a microdevice that can be injected into victims in order to kill them at will action adventure thriller loss of family enemy adversary agent antoniobanderas lucyliu gregghenry raypark talisasoto wychkaosayananda millennium
11258,Hard Rain,1998,get swept up in the action as an armored car driver christian slater tries to elude a gang of thieves led by morgan freeman while a flood ravages the countryside hard rain is a wild thrilling chilling action ride filled with close calls uncertain loyalties and heartstopping heroics thriller sheriff rain evacuation armored car crook hoodlum morganfreeman christianslater randyquaid minniedriver edasner mikaelsalomon modern
12610,Osmosis Jones,2001,a policeman white blood cell with the help of a cold pill must stop a deadly virus from destroying the human they live in frank adventure animation action comedy family cold flu lethal virus construction worker chrisrock laurencefishburne davidhydepierce brandynorwood billmurray bobbyfarrelly millennium
59981,Legends of Oz: Dorothy's Return,2013,dorothy wakes up in posttornado kansas only to be whisked back to oz to try to save her old friends the scarecrow the lion the tin man and glinda from a devious new villain the jester wiser the owl marshal mallow china princess and tugg the tugboat join dorothy on her latest magical journey through the colorful landscape of oz to restore order and happiness to emerald city animation music family leamichele danaykroyd patrickstewart hughdancy jimbelushi danst.pierre recent
201088,Blackhat,2015,a man is released from prison to help american and chinese authorities pursue a mysterious cyber criminal the dangerous search leads them from chicago to hong kong crime drama mystery terrorist technology anti hero hacker computer virus national security agency (nsa) race against time computer malaysia nuclear power plant suspense betrayal conspiracy on the run fugitive shootout hacking terrorism cat and mouse one against many computer hacker no opening credits terrorist plot stock exchange cybercrime cyber terrorism chinese military cyber terrorist cyber thriller chrishemsworth leehomwang tangwei violadavis holtmccallany michaelmann recent
5137,Sky Captain and the World of Tomorrow,2004,when gigantic robots attack new york city sky captain uses his private air force to fight them off his exgirlfriend reporter polly perkins has been investigating the recent disappearance of prominent scientists suspecting a link between the global robot attacks and missing men sky captain and polly decide to work together they fly to the himalayas in pursuit of the mysterious dr totenkopf the mastermind behind the robots mystery action thriller sciencefiction adventure london england himalaya journalist killer robot computer war robot judelaw gwynethpaltrow giovanniribisi angelinajolie bailing kerryconran millennium
3093,Basic Instinct 2,2006,novelist catherine tramell is once again in trouble with the law and scotland yard appoints psychiatrist dr michael glass to evaluate her though like detective nick curran before him glass is entranced by tramell and lured into a seductive game crime mystery thriller male nudity sex legs soho london playing god jacuzzi sharonstone davidmorrissey charlotterampling davidthewlis stancollymore michaelcaton-jones millennium
107846,Escape Plan,2013,ray breslin is the worlds foremost authority on structural security after analyzing every high security prison and learning a vast array of survival skills so he can design escapeproof prisons his skills are put to the test hes framed and incarcerated in a master prison he designed himself he needs to escape and find the person who put him behind bars action thriller prison muslim ship mystery science fiction escape crime prison escape cia agent sylvesterstallone arnoldschwarzenegger jimcaviezel vinniejones 50cent mikaelhåfström recent
188207,The Legend of Hercules,2014,in ancient greece 1200 bc a queen succumbs to the lust of zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship but this prince hercules knows nothing of his real identity or his destiny he desires only one thing the love of hebe princess of crete who has been promised to his own brother when hercules learns of his greater purpose he must choose to flee with his true love or to fulfill his destiny and become the true hero of his time the story behind one of the greatest myths is revealed in this actionpacked epic a tale of love sacrifice and the strength of the human spirit action adventure mythology zeus ancient greece demigod city of argos mistaken parentage kellanlutz liammcintyre gaiaweiss scottadkins roxannemckee rennyharlin recent
4614,The Sum of All Fears,2002,when the president of russia suddenly dies a man whose politics are virtually unknown succeeds him the change in political leaders sparks paranoia among american cia officials so cia director bill cabot recruits a young analyst to supply insight and advice on the situation then the unthinkable happens a nuclear bomb explodes in a us city and america is quick to blame the russians thriller action drama cia terrorist atomic bomb cold war nuclear explosion jack ryan benaffleck morganfreeman jamescromwell kenjenkins lievschreiber philaldenrobinson millennium
24021,The Twilight Saga: Eclipse,2010,bella once again finds herself surrounded by danger as seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge in the midst of it all she is forced to choose between her love for edward and her friendship with jacob knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf with her graduation quickly approaching bella is confronted with the most important decision of her life adventure fantasy drama romance vampire graduation bite immortality werewolf fang vamp kristenstewart robertpattinson taylorlautner ashleygreene peterfacinelli davidslade recent
11371,The Score,2001,an aging thief hopes to retire and live off his illgotten wealth when a young kid convinces him into doing one last heist action crime thriller quebec jewel scepter customs house jewelry heist blueprint assumed identity schematic voice over surveillance camera one last job robertdeniro edwardnorton marlonbrando angelabassett paulsoles frankoz millennium
20352,Despicable Me,2010,villainous gru lives up to his reputation as a despicable deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky but he has a tough time staying on task after three orphans land in his care animation family adoptive father orphanage life's dream rivalry stealing ballet little girl orphan father daughter relationship tomboy mother son relationship intelligent kids evil doctor duringcreditsstinger minions supervillain 3d despicable cattivissimo stevecarell jasonsegel russellbrand julieandrews willarnett pierrecoffin recent
11517,Money Train,1995,a vengeful new york transit cop decides to steal a trainload of subway fares his foster brother a fellow cop tries to protect him action comedy crime brother brother relationship subway new york city new york subway train robbery wesleysnipes woodyharrelson jenniferlopez robertblake chriscooper josephruben modern
214756,Ted 2,2015,newlywed couple ted and tamilynn want to have a baby but in order to qualify to be a parent ted will have to prove hes a person in a court of law comedy sperm bank sequel buddy courthouse teddy bear aftercreditsstinger toy comes to life married markwahlberg sethmacfarlane amandaseyfried jessicabarth giovanniribisi sethmacfarlane recent
26428,Agora,2009,a historical drama set in roman egypt concerning philosopher hypatia of alexandria and her relationship with her slave davus who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of christianity adventure drama history christianity philosophy egypt new love war cult historical figure history sword fight ancient world destiny fall in love hypatia misogyny persecution library of alexandria political unrest impossible love false history power relations unfulfillment master and servant love and romance unfulfilled love rachelweisz maxminghella oscarisaac ashrafbarhom michaellonsdale alejandroamenábar millennium
9824,Mystery Men,1999,when captain amazing kinnear is kidnapped by casanova frankenstein rush a group of superheroes combine together to create a plan but these arent normal superheroes now the group who include such heroes as mr furious stiller the shoveller macy and the blue raja azaria must put all the powers together to save everyone they know and love adventure fantasy action comedy sciencefiction bowling hostage sphinx training insane asylum tools frankenstein casanova superhero based on comic book independent film comedy spoof skull shovel disco superhero spoof invisible man dark horse comics invisibility rajah bowling ball spleen evil genius benstiller geoffreyrush claireforlani williamh.macy hankazaria kinkausher modern
48988,Hall Pass,2011,when best buds rick and fred begin to show signs of restlessness at home their wives take a bold approach to revitalize their marriages they grant the guys a hall pass one week of freedom to do whatever they want at first it seems like a dream come true but they quickly discover that their expectations of the single life and themselves are completely and hilariously out of sync with reality comedy wife husband relationship daydream marriage freedom friends owenwilson jasonsudeikis jennafischer christinaapplegate nickywhelan bobbyfarrelly recent
9008,The Insider,1999,tells the true story of a 60 minutes television series expos of the tobacco industry as seen through the eyes of a real tobacco executive jeffrey wigand drama thriller spy newspaper research interview tobacco insider conspiracy theory reporter whistleblower columbia broadcasting system (cbs) tobacco industry alpacino russellcrowe christopherplummer dianevenora brucemcgill michaelmann modern
300673,The Finest Hours,2016,the coast guard makes a daring rescue attempt off the coast of cape cod after a pair of oil tankers are destroyed during a blizzard in 1952 action drama history thriller coast guard based on true story survival rescue mission storm at sea sinking ship 1950s 3d chrispine caseyaffleck benfoster ericbana hollidaygrainger craiggillespie recent
12113,Body of Lies,2008,the cias hunt is on for the mastermind of a wave of terrorist attacks roger ferris is the agencys man on the ground moving from place to place scrambling to stay ahead of evershifting events an eye in the sky a satellite link watches ferris at the other end of that realtime link is the cias ed hoffman strategizing events from thousands of miles away and as ferris nears the target he discovers trust can be just as dangerous as it is necessary for survival action drama thriller terror falsely accused based on novel dying and death jordan dubai intelligence agency beating leonardodicaprio russellcrowe markstrong alisuliman simonmcburney ridleyscott millennium
38778,Dinner for Schmucks,2010,rising executive tim wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a careerboost tim plans on not attending until he meets barry a man who builds dioramas using stuffed mice barrys blundering but good intentions send tims life into a downward spiral threatening a major business deal and possibly scuttling tims engagement to his fiancee comedy mouse idiot mind control taxidermy aftercreditsstinger duringcreditsstinger stevecarell paulrudd stephanieszostak jemaineclement zachgalifianakis jayroach recent
72331,Abraham Lincoln: Vampire Hunter,2012,president lincolns mother is killed by a supernatural creature which fuels his passion to crush vampires and their slaveowning helpers action fantasy horror usa president vampire steam locomotive american civil war 19th century abraham lincoln 3d benjaminwalker dominiccooper anthonymackie maryelizabethwinstead rufussewell timurbekmambetov recent
1844,Entrapment,1999,"two thieves who travel in elegant circles try to outsmart each other and in the process end up falling in love romance drama mystery london england new year's eve skyscraper burglar distrust undercover blackmail nudity thief heist older man younger woman relationship art thief criminal art theft millennium manhattan, new york city gala kuala lumpur malaysia seanconnery catherinezeta-jones willpatton maurychaykin vingrhames jonamiel modern"
846,The X Files,1998,mulder and scully now taken off the fbis x files cases must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of earth mystery sciencefiction thriller bomb helicopter secret obsession extraterrestrial technology fbi space marine mutation secret society secret organization secret lab x-files government davidduchovny gilliananderson mitchpileggi williamb.davis johnneville robbowman modern
9703,The Last Legion,2007,as the roman empire crumbles young romulus augustus flees the city and embarks on a perilous voyage to britain to track down a legion of supporters action adventure fantasy war roman empire emperor ancient rome western roman empire ancient world julius caesar colinfirth benkingsley aishwaryaraibachchan petermullan kevinmckidd douglefler millennium
857,Saving Private Ryan,1998,as us troops storm the beaches of normandy three brothers lie dead on the battlefield with a fourth trapped behind enemy lines ranger captain john miller and seven men are tasked with penetrating germanheld territory and bringing the boy home drama history war war crimes self sacrifice war veteran world war ii war ship airplane bravery normandy parachute troops waffen ss omaha beach army cowardice american flag war memorial deserted town military 1940s tomhanks mattdamon vindiesel tomsizemore barrypepper stevenspielberg modern
136797,Need for Speed,2014,the film revolves around a local streetracer who partners with a rich and arrogant business associate only to find himself framed by his colleague and sent to prison after he gets out he joins a new yorktolos angeles race to get revenge but when the expartner learns of the scheme he puts a massive bounty on the racers head forcing him to run a crosscountry gauntlet of illegal racers in all manner of supercharged vehicles action crime drama thriller street race super cars super speed car based on video game duringcreditsstinger 3d aaronpaul dominiccooper imogenpoots ramimalek ramónrodríguez scottwaugh recent
3981,What Women Want,2000,advertising executive nick marshall is as cocky as they come but what happens to a chauvinistic guy when he can suddenly hear what women are thinking nick gets passed over for a promotion but after an accident enables him to hear womens thoughts he puts his newfound talent to work against darcy his new boss who seems to be infatuated with him comedy romance women telepathy supernatural powers advertising executive woman director helenhunt melgibson marisatomei laurenholly markfeuerstein nancymeyers millennium
425,Ice Age,2002,with the impending ice age almost upon them a mismatched trio of prehistoric critters manny the woolly mammoth diego the sabertoothed tiger and sid the giant sloth find an orphaned infant and decide to return it to its human parents along the way the unlikely allies become friends but when enemies attack their quest takes on far nobler aims animation comedy family adventure human evolution parents kids relationship squirrel ice loss of child mammoth sloth dying and death stone age prehistoric saber-toothed tiger cavemen prehistoric creature prehistoric adventure prehistoric times prehistoric man rayromano johnleguizamo denisleary goranvisnjic jackblack chriswedge millennium
6171,Dreamcatcher,2003,four boyhood pals perform a heroic act and are changed by the powers they gain in return years later on a hunting trip in the maine woods theyre overtaken by a vicious blizzard that harbors an ominous presence challenged to stop an alien force the friends must first prevent the slaughter of innocent civilians by a military vigilante and then overcome a threat to the bond that unites the four of them drama horror sciencefiction thriller religion and supernatural morganfreeman thomasjane jasonlee damianlewis timothyolyphant lawrencekasdan millennium
72976,Lincoln,2012,a revealing drama that focuses on the 16th presidents tumultuous final months in office in a nation divided by war and the strong winds of change lincoln pursues a course of action designed to end the war unite the country and abolish slavery with the moral courage and fierce determination to succeed his choices during this critical moment will change the fate of generations to come history drama usa president speech battlefield family conflict mourning american civil war cultural conflict based on true events battle of gettysburg secession presidential cabinet gettysburg address conflagration ethical dilemma emancipation abraham lincoln danielday-lewis sallyfield davidstrathairn josephgordon-levitt jamesspader stevenspielberg recent
603,The Matrix,1999,set in the 22nd century the matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth action sciencefiction saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism keanureeves laurencefishburne carrie-annemoss hugoweaving gloriafoster lillywachowski modern
568,Apollo 13,1995,the true story of technical troubles that scuttle the apollo 13 lunar mission in 1971 risking the lives of astronaut jim lovell and his crew with the failed journey turning into a thrilling saga of heroism drifting more than 200000 miles from earth the astronauts work furiously with the ground crew to avert tragedy drama moon florida nasa spaceman race against time houston based on true story space rescue survival disaster explosion astronaut imax saturn v rocket courage hypothermia apollo program cape kennedy lunar mission spacecraft accident tomhanks billpaxton kevinbacon garysinise edharris ronhoward modern
9021,The Santa Clause 2,2002,better watch out the big guy in red is coming to town once again this time scott calvin also known as santa claus finds out theres an obscure clause in his contract requiring him to take on a wife he has to leave the north pole to fulfill his obligations or else hell be forced to give up his yuletide gig fantasy comedy family holiday christmas party home santa claus magic toy wish son sequel saving christmas christmas timallen elizabethmitchell davidkrumholtz ericlloyd spencerbreslin michaellembeck millennium
82695,Les Misérables,2012,an adaptation of the successful stage musical based on victor hugos classic novel set in 19thcentury france in which a paroled prisoner named jean valjean seeks redemption drama music romance france robbery brothel mayor star musical arrest army rebellion wedding falling in love corpse parole convict girl disguised as boy hughjackman russellcrowe annehathaway amandaseyfried sachabaroncohen tomhooper recent
9489,You've Got Mail,1998,book superstore magnate joe fox and independent book shop owner kathleen kelly fall in love in the anonymity of the internet both blissfully unaware that hes putting her out of business comedy romance romantic comedy online dating woman director tomhanks megryan katiesagona gregkinnear parkerposey noraephron modern
12133,Step Brothers,2008,brennan huff and dale doback might be grown men but that doesnt stop them from living at home and turning into jealous competitive stepbrothers when their single parents marry brennans constant competition with dale strains his moms marriage to dales dad leaving everyone to wonder whether theyll ever see eye to eye comedy becoming an adult autonomy childhood trauma hostility step brother slacker man child aftercreditsstinger duringcreditsstinger willferrell johnc.reilly marysteenburgen richardjenkins adamscott adammckay millennium
9342,The Mask of Zorro,1998,it has been twenty years since don diego de la vega fought spanish oppression in alta california as the legendary romantic hero zorro having escaped from prison he transforms troubled bandit alejandro into his successor in order to foil the plans of the tyrannical don rafael montero who robbed him of his freedom his wife and his precious daughter action adventure california spy hero horseback riding sword fight revenge antoniobanderas anthonyhopkins catherinezeta-jones stuartwilson diegosieres martincampbell modern
41733,Due Date,2010,peter highman must scramble across the us in five days to be present for the birth of his first child he gets off to a bad start when his wallet and luggage are stolen and put on the nofly list peter embarks on a terrifying journey when he accepts a ride from an actor comedy drama highway slacker hitchhiker wallet sunglasses rest stop vicodin waffle robertdowneyjr. zachgalifianakis michellemonaghan jamiefoxx juliettelewis toddphillips recent
227306,Unbroken,2014,a chronicle of the life of louis zamperini an olympic runner who was taken prisoner by japanese forces during world war ii drama war world war ii prisoners of war biography sport war athlete woman director olympic athlete jacko'connell domhnallgleeson garretthedlund miyavi finnwittrock angelinajolie recent
5551,Space Cowboys,2000,frank corvin hawk hawkins jerry oneill and tank sullivan were hotdog members of project daedalus the air forces test program for space travel but their hopes were dashed in 1958 with the formation of nasa and the use of trained chimps they blackmail their way into orbit when russias mysterious ikon communications satellites orbit begins to degrade and threatens to crash to earth action adventure thriller nasa space travel astronaut elderly clinteastwood tommyleejones donaldsutherland jamesgarner jamescromwell clinteastwood millennium
9350,Cliffhanger,1993,a year after losing his friend in a tragic 4000foot fall former ranger gabe walker and his partner hal are called to return to the same peak to rescue a group of stranded climbers only to learn the climbers are actually thieving hijackers who are looking for boxes full of money action adventure thriller rocky mountains airplane hijacking suitcase climbing heist money snow mountain climbing mountain sylvesterstallone johnlithgow michaelrooker janineturner rexlinn rennyharlin modern
9208,Broken Arrow,1996,when rogue stealthfighter pilot vic deakins deliberately drops off the radar while on maneuvers the air force ends up with two stolen nuclear warheads and deakinss copilot riley hale is the militarys only hope for getting them back traversing the deserted canyons of utah hale teams with park ranger terry carmichael to put deakins back in his box action adventure drama thriller helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine humvee johntravolta christianslater samanthamathis delroylindo bobgunton johnwoo modern
4244,The Kid,2000,powerful businessman russ duritz is selfabsorbed and immersed in his work but by the magic of the moon he meets rusty a chubby charming 8yearold version of himself who cant believe he could turn out so badly with no life and no dog with rustys help russ is able to reconcile the person he used to dream of being with the man hes actually become fantasy comedy family age difference midlife crisis suppressed past self-awareness childhood memory humor changing the past or future brucewillis spencerbreslin emilymortimer lilytomlin chimcbride jonturteltaub millennium
1852,World Trade Center,2006,on september 11th 2001 after the terrorist attack to the world trade center the building collapses over the rescue team from the port authority police department will jimeno and his sergeant john mcloughlin are found alive trapped under the wreckage while the rescue teams fight to save them drama history thriller terror runaway alarm clock hero firemen fire engine war on terror rescue marine hospital trapped rubble rescue team nicolascage mariabello maggiegyllenhaal michaelpeña jayhernandez oliverstone millennium
11820,Mona Lisa Smile,2003,the story of katherine ann watson a feminist teacher who studied at ucla graduate school and in 1953 left her boyfriend behind in los angeles california to teach at wellesley college a conservative womens private liberal arts college in massachusetts united states drama romance faculty art history rowing school nurse femininity teacher hero womens issues juliaroberts kirstendunst juliastiles maggiegyllenhaal ginnifergoodwin mikenewell millennium
76493,The Dictator,2012,the heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed comedy kurdish sachabaroncohen sayedbadreya aasifmandvi meganfox annafaris larrycharles recent
345,Eyes Wide Shut,1999,after dr bill hartfords wife alice admits to having sexual fantasies about a man she met bill becomes obsessed with having a sexual encounter he discovers an underground sexual group and attends one of their meetings and quickly discovers that he is in over his head mystery drama life and death sexual obsession free love heterosexual christmas party eroticism orgy masked ball marijuana illegal prostitution tomcruise nicolekidman madisoneginton jackiesawiris sydneypollack stanleykubrick modern
196867,Annie,2014,ever since her parents left her as a baby little annie has led a hardknock life with her calculating foster mother miss hannigan however all that changes when hardnosed billionaire and mayoral candidate will stacks takes her in on the recommendation of his advisers stacks believes that hes annies guardian angel but the plucky youngsters confidence and sunny outlook may mean that annie will save will instead comedy drama family musical orphan foster child quvenzhanéwallis jamiefoxx rosebyrne camerondiaz bobbycannavale willgluck recent
256591,Focus,2015,nicky a veteran con artist takes a novice named jess under his wing while nicky teaches jess the tricks of the trade the pair become romantically involved but when jess gets uncomfortably close nicky ends their relationship three years later nicky is in buenos aires working a very dangerous scheme when jess now an accomplished femme fatale unexpectedly shows up her appearance throws nicky for a loop at a time when he cannot afford to be off his game romance comedy crime drama seduction con man femme fatale deception rivalry con artist willsmith margotrobbie rodrigosantoro roberttaylor geraldmcraney glennficarra recent
59962,This Means War,2012,two top cia operatives wage an epic battle against one another after they discover they are dating the same woman action comedy romance love triangle friendship dating sushi bar exploding airplane online dating stable karate class dog shelter reesewitherspoon chrispine tomhardy lauravandervoort angelabassett mcg recent
36648,Blade: Trinity,2004,for years blade has fought against the vampires in the cover of the night but now after falling into the crosshairs of the fbi he is forced out into the daylight where he is driven to join forces with a clan of human vampire hunters he never knew existed the nightstalkers together with abigail and hannibal two deftly trained nightstalkers blade follows a trail of blood to the ancient creature that is also hunting him the original vampire dracula sciencefiction action horror thriller adventure fantasy fbi dracula fistfight vampire hunter superhero based on comic book martial arts master motorcycle katana sword blade loss of friend super villain vampire slayer fast motion scene female vampire wesleysnipes kriskristofferson dominicpurcell jessicabiel ryanreynolds davids.goyer millennium
1880,Red Dawn,1984,it is the mid1980s from out of the sky soviet and cuban troops begin landing on the football field of a colorado high school in seconds the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains armed only with hunting rifles pistols and bows and arrows the teens struggles to survive the bitter winter and soviet kgb patrols hunting for them action thriller guerrilla colorado invasion anti-communism near future red army patrickswayze c.thomashowell leathompson darrendalton charliesheen johnmilius modern
9440,Primary Colors,1998,in this adaptation of the bestselling roman clef about bill clintons 1992 run for the white house the young and gifted henry burton is tapped to oversee the presidential campaign of governor jack stanton burton is pulled into the politicians colorful world and looks on as stanton who has a wandering eye that could be his downfall contends with his ambitious wife susan and an outspoken adviser richard jemmons comedy drama white house usa president presidential election scandal george w. bush extramarital affair johntravolta emmathompson billybobthornton kathybates adrianlester mikenichols modern
71679,Resident Evil: Retribution,2012,the umbrella corporations deadly tvirus continues to ravage the earth transforming the global population into legions of the flesh eating undead the human races last and only hope alice awakens in the heart of umbrellas most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex without a safe haven alice continues to hunt those responsible for the outbreak a chase that takes her from tokyo to new york washington dc and moscow culminating in a mindblowing revelation that will force her to rethink everything that she once thought to be true aided by new found allies and familiar friends alice must fight to survive long enough to escape a hostile world on the brink of oblivion the countdown has begun action horror sciencefiction mutant dystopia sequel conspiracy tokyo japan zombie based on video game moscow hand to hand combat virus plague pandemic mega corporation millajovovich siennaguillory michellerodriguez aryanaengineer libingbing paulw.s.anderson recent
